Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Contextualization: dynamic configuration of virtual machines,Journal of Cloud Computing,,4,1,10.1186/s13677-015-0042-8,Django ArmstrongDaniel EsplingJohan TordssonKarim DjemameErik Elmroth,2015,http://link.springer.com/article/10.1186/s13677-015-0042-8,Article
Texterra: A framework for text analysis,Programming and Computer Software,,40,5,10.1134/S0361768814050090,D. Yu. TurdakovN. A. AstrakhantsevYa. R. NedumovA. A. SysoevI. A. AndrianovV. D. MayorovD. G. FedorenkoA. V. KorshunovS. D. Kuznetsov,2014,http://link.springer.com/article/10.1134/S0361768814050090,Article
Understanding semi-structured merge conflict characteristics in open-source Java projects,Empirical Software Engineering,,23,4,10.1007/s10664-017-9586-1,Paola AcciolyPaulo BorbaGuilherme Cavalcanti,2018,http://link.springer.com/article/10.1007/s10664-017-9586-1,Article
Recognising object-oriented software design quality: a practitioner-based questionnaire survey,Software Quality Journal,,26,2,10.1007/s11219-017-9364-8,Jamie StevensonMurray Wood,2018,http://link.springer.com/article/10.1007/s11219-017-9364-8,Article
Classifying malware attacks in IaaS cloud environments,Journal of Cloud Computing,,6,1,10.1186/s13677-017-0098-8,Noëlle RakotondravonyBenjamin TaubmannWaseem MandarawiEva WeishäuplPeng XuBojan KolosnjajiMykolai ProtsenkoHermann de MeerHans P. Reiser,2017,http://link.springer.com/article/10.1186/s13677-017-0098-8,Article
An approach to translating OCL invariants into OWL 2 DL axioms for checking inconsistency,Automated Software Engineering,,24,2,10.1007/s10515-017-0210-9,Chunlei FuDan YangXiaohong ZhangHaibo Hu,2017,http://link.springer.com/article/10.1007/s10515-017-0210-9,Article
Collaborative gathering and continuous delivery of DevOps solutions through repositories,Computer Science - Research and Development,,32,3 - 4,10.1007/s00450-016-0338-z,Johannes WettingerUwe BreitenbücherMichael FalkenthalFrank Leymann,2017,http://link.springer.com/article/10.1007/s00450-016-0338-z,Article
Modeling and execution of data-aware choreographies: an overview,Computer Science - Research and Development,,33,3 - 4,10.1007/s00450-017-0387-y,Michael HahnUwe BreitenbücherOliver KoppFrank Leymann,2018,http://link.springer.com/article/10.1007/s00450-017-0387-y,Article
The WTE+ framework: automated construction and runtime adaptation of service mashups,Automated Software Engineering,,20,4,10.1007/s10515-012-0105-8,Anna HristoskovaBruno VolckaertFilip De Turck,2013,http://link.springer.com/article/10.1007/s10515-012-0105-8,Article
Quick fixing ATL transformations with speculative analysis,Software & Systems Modeling,,17,3,10.1007/s10270-016-0541-1,Jesús Sánchez CuadradoEsther GuerraJuan de Lara,2018,http://link.springer.com/article/10.1007/s10270-016-0541-1,Article
A hierarchical framework for logical composition of web services,Service Oriented Computing and Applications,,3,4,10.1007/s11761-009-0052-9,Haibo ZhaoPrashant Doshi,2009,http://link.springer.com/article/10.1007/s11761-009-0052-9,Article
Do topics make sense to managers and developers?,Empirical Software Engineering,,20,2,10.1007/s10664-014-9312-1,Abram HindleChristian BirdThomas ZimmermannNachiappan Nagappan,2015,http://link.springer.com/article/10.1007/s10664-014-9312-1,Article
Road to a reactive and incremental model transformation platform: three generations of the VIATRA framework,Software & Systems Modeling,,15,3,10.1007/s10270-016-0530-4,Dániel VarróGábor BergmannÁbel HegedüsÁkos HorváthIstván RáthZoltán Ujhelyi,2016,http://link.springer.com/article/10.1007/s10270-016-0530-4,Article
Code generation by model transformation: a case study in transformation modularity,Software & Systems Modeling,,9,3,10.1007/s10270-009-0136-1,Zef HemelLennart C. L. KatsDanny M. GroenewegenEelco Visser,2010,http://link.springer.com/article/10.1007/s10270-009-0136-1,Article
The structure and dynamics of knowledge network in domain-specific Q&A sites: a case study of stack overflow,Empirical Software Engineering,,22,1,10.1007/s10664-016-9430-z,Deheng YeZhenchang XingNachiket Kapre,2017,http://link.springer.com/article/10.1007/s10664-016-9430-z,Article
Empirical assessment of machine learning-based malware detectors for Android,Empirical Software Engineering,,21,1,10.1007/s10664-014-9352-6,Kevin AllixTegawendé F. BissyandéQuentin JéromeJacques KleinRadu StateYves Le Traon,2016,http://link.springer.com/article/10.1007/s10664-014-9352-6,Article
What are developers talking about? An analysis of topics and trends in Stack Overflow,Empirical Software Engineering,,19,3,10.1007/s10664-012-9231-y,Anton BaruaStephen W. ThomasAhmed E. Hassan,2014,http://link.springer.com/article/10.1007/s10664-012-9231-y,Article
Goal-based business service composition,Service Oriented Computing and Applications,,7,4,10.1007/s11761-012-0126-y,Kyriakos KritikosSylvain KubickiEric Dubois,2013,http://link.springer.com/article/10.1007/s11761-012-0126-y,Article
Where does model-driven engineering help? Experiences from three industrial cases,Software & Systems Modeling,,12,3,10.1007/s10270-011-0219-7,Parastoo MohagheghiWasif GilaniAlin StefanescuMiguel A. FernandezBjørn NordmoenMathias Fritzsche,2013,http://link.springer.com/article/10.1007/s10270-011-0219-7,Article
Factors and actors leading to the adoption of a JavaScript framework,Empirical Software Engineering,,23,6,10.1007/s10664-018-9613-x,Amantia PanoDaniel GraziotinPekka Abrahamsson,2018,http://link.springer.com/article/10.1007/s10664-018-9613-x,Article
An empirical study on the importance of source code entities for requirements traceability,Empirical Software Engineering,,20,2,10.1007/s10664-014-9315-y,Nasir AliZohreh SharafiYann-Gaël GuéhéneucGiuliano Antoniol,2015,http://link.springer.com/article/10.1007/s10664-014-9315-y,Article
A demonstration-based model transformation approach to automate model scalability,Software & Systems Modeling,,14,3,10.1007/s10270-013-0374-0,Yu SunJeff GrayJules White,2015,http://link.springer.com/article/10.1007/s10270-013-0374-0,Article
Clones: what is that smell?,Empirical Software Engineering,,17,4 - 5,10.1007/s10664-011-9195-3,Foyzur RahmanChristian BirdPremkumar Devanbu,2012,http://link.springer.com/article/10.1007/s10664-011-9195-3,Article
"History, status, and recent trends of the testing and test control notation version 3 (TTCN-3)",International Journal on Software Tools for Technology Transfer,,16,3,10.1007/s10009-014-0302-9,Jens GrabowskiIna SchieferdeckerAndreas Ulrich,2014,http://link.springer.com/article/10.1007/s10009-014-0302-9,Article
Evaluating the impact of design pattern and anti-pattern dependencies on changes and faults,Empirical Software Engineering,,21,3,10.1007/s10664-015-9361-0,Fehmi JaafarYann-Gaël GuéhéneucSylvie HamelFoutse KhomhMohammad Zulkernine,2016,http://link.springer.com/article/10.1007/s10664-015-9361-0,Article
Generation of Reversible C++ Code for Optimistic Parallel Discrete Event Simulation,New Generation Computing,,36,3,10.1007/s00354-018-0038-2,Markus SchordanTomas OppelstrupDavid JeffersonPeter D. Barnes Jr.,2018,http://link.springer.com/article/10.1007/s00354-018-0038-2,Article
3LConOnt: a three-level ontology for context modelling in context-aware computing,Software & Systems Modeling,,18,2,10.1007/s10270-017-0611-z,Oscar CabreraXavier FranchJordi Marco,2019,http://link.springer.com/article/10.1007/s10270-017-0611-z,Article
Towards prioritizing user-related issue reports of mobile applications,Empirical Software Engineering,,,,10.1007/s10664-019-09684-y,Ehsan NoeiFeng ZhangShaohua WangYing Zou,2019,http://link.springer.com/article/10.1007/s10664-019-09684-y,Article
Hybrid automata: from verification to implementation,International Journal on Software Tools for Technology Transfer,,21,1,10.1007/s10009-017-0458-1,Stanley BakOmar Ali BegSergiy BogomolovTaylor T. JohnsonLuan Viet NguyenChristian Schilling,2019,http://link.springer.com/article/10.1007/s10009-017-0458-1,Article
Static correspondence and correlation between field defects and warnings reported by a bug finding tool,Software Quality Journal,,21,2,10.1007/s11219-011-9172-5,Cesar CoutoJoão Eduardo MontandonChristofer SilvaMarco Tulio Valente,2013,http://link.springer.com/article/10.1007/s11219-011-9172-5,Article
An empirical study on the effects of code visibility on program testability,Software Quality Journal,,25,3,10.1007/s11219-016-9340-8,Lei MaCheng ZhangBing YuHiroyuki Sato,2017,http://link.springer.com/article/10.1007/s11219-016-9340-8,Article
A study of the relation of mobile device attributes with the user-perceived quality of Android apps,Empirical Software Engineering,,22,6,10.1007/s10664-017-9507-3,Ehsan NoeiMark D. SyerYing ZouAhmed E. HassanIman Keivanloo,2017,http://link.springer.com/article/10.1007/s10664-017-9507-3,Article
General methods for software architecture recovery: a potential approach and its evaluation,Empirical Software Engineering,,23,3,10.1007/s10664-017-9543-z,Damian A. TamburriRick Kazman,2018,http://link.springer.com/article/10.1007/s10664-017-9543-z,Article
"The ABS tool suite: modelling, executing and analysing distributed adaptable object-oriented systems",International Journal on Software Tools for Technology Transfer,,14,5,10.1007/s10009-012-0250-1,Peter Y. H. WongElvira AlbertRadu MuscheviciJosé ProençaJan SchäferRudolf Schlatte,2012,http://link.springer.com/article/10.1007/s10009-012-0250-1,Article
Classification of Anti-phishing Solutions,SN Computer Science,,1,1,10.1007/s42979-019-0011-2,S. ChantiT. Chithralekha,2019,http://link.springer.com/article/10.1007/s42979-019-0011-2,Article
Automated testing of DSL implementations—experiences from building mbeddr,Software Quality Journal,,26,4,10.1007/s11219-017-9390-6,Daniel RatiuMarkus VoelterDomenik Pavletic,2018,http://link.springer.com/article/10.1007/s11219-017-9390-6,Article
A test case refactoring approach for pattern-based software development,Software Quality Journal,,20,1,10.1007/s11219-011-9143-x,Peng-Hua ChuNien-Lin HsuehHong-Hsiang ChenChien-Hung Liu,2012,http://link.springer.com/article/10.1007/s11219-011-9143-x,Article
ForestGOMP: An Efficient OpenMP Environment for NUMA Architectures,International Journal of Parallel Programming,,38,5 - 6,10.1007/s10766-010-0136-3,François BroquedisNathalie FurmentoBrice GoglinPierre-André WacrenierRaymond Namyst,2010,http://link.springer.com/article/10.1007/s10766-010-0136-3,Article
Testing variability-intensive systems using automated analysis: an application to Android,Software Quality Journal,,24,2,10.1007/s11219-014-9258-y,José A. GalindoHamilton TurnerDavid BenavidesJules White,2016,http://link.springer.com/article/10.1007/s11219-014-9258-y,Article
A large-scale empirical study of code smells in JavaScript projects,Software Quality Journal,,,,10.1007/s11219-019-09442-9,David JohannesFoutse KhomhGiuliano Antoniol,2019,http://link.springer.com/article/10.1007/s11219-019-09442-9,Article
Are test smells really harmful? An empirical study,Empirical Software Engineering,,20,4,10.1007/s10664-014-9313-0,Gabriele BavotaAbdallah QusefRocco OlivetoAndrea De LuciaDave Binkley,2015,http://link.springer.com/article/10.1007/s10664-014-9313-0,Article
Coherence of comments and method implementations: a dataset and an empirical investigation,Software Quality Journal,,26,2,10.1007/s11219-016-9347-1,Anna CorazzaValerio MaggioGiuseppe Scanniello,2018,http://link.springer.com/article/10.1007/s11219-016-9347-1,Article
An Architecture based on interactive optimization and machine learning applied to the next release problem,Automated Software Engineering,,24,3,10.1007/s10515-016-0200-3,Allysson Allex AraújoMatheus PaixaoItalo YeltsinAltino DantasJerffeson Souza,2017,http://link.springer.com/article/10.1007/s10515-016-0200-3,Article
Ontology-based data access systems,Programming and Computer Software,,38,4,10.1134/S0361768812040032,M. R. Kogalovsky,2012,http://link.springer.com/article/10.1134/S0361768812040032,Article
Building accountability into the Internet of Things: the IoT Databox model,Journal of Reliable Intelligent Environments,,4,1,10.1007/s40860-018-0054-5,Andy CrabtreeTom LodgeJames ColleyChris GreenhalghKevin GloverHamed HaddadiYousef AmarRichard MortierQi LiJohn MooreLiang WangPoonam YadavJianxin ZhaoAnthony BrownLachlan UrquhartDerek McAuley,2018,http://link.springer.com/article/10.1007/s40860-018-0054-5,Article
An integrated metamodel-based approach to software model refactoring,Software & Systems Modeling,,18,3,10.1007/s10270-017-0628-3,Mohammed MisbhauddinMohammad Alshayeb,2019,http://link.springer.com/article/10.1007/s10270-017-0628-3,Article
Pabble: parameterised Scribble,Service Oriented Computing and Applications,,9,3 - 4,10.1007/s11761-014-0172-8,Nicholas NgNobuko Yoshida,2015,http://link.springer.com/article/10.1007/s11761-014-0172-8,Article
Automated GUI performance testing,Software Quality Journal,,19,4,10.1007/s11219-011-9135-x,Andrea AdamoliDmitrijs ZaparanuksMilan JovicMatthias Hauswirth,2011,http://link.springer.com/article/10.1007/s11219-011-9135-x,Article
From Aristotle to Ringelmann: a large-scale analysis of team productivity and coordination in Open Source Software projects,Empirical Software Engineering,,21,2,10.1007/s10664-015-9406-4,Ingo ScholtesPavlin MavrodievFrank Schweitzer,2016,http://link.springer.com/article/10.1007/s10664-015-9406-4,Article
Extensibility and Composability of a Multi-Stencil Domain Specific Framework,International Journal of Parallel Programming,,,,10.1007/s10766-017-0539-5,Hélène CoullonJulien BigotChristian Perez,2017,http://link.springer.com/article/10.1007/s10766-017-0539-5,Article
Enforcing fine-grained access control for secure collaborative modelling using bidirectional transformations,Software & Systems Modeling,,18,3,10.1007/s10270-017-0631-8,Csaba DebreceniGábor BergmannIstván RáthDániel Varró,2019,http://link.springer.com/article/10.1007/s10270-017-0631-8,Article
The fine art of user-centered software development,Software Quality Journal,,23,3,10.1007/s11219-014-9239-1,Bernhard PeischlMichaela FerkAndreas Holzinger,2015,http://link.springer.com/article/10.1007/s11219-014-9239-1,Article
Using registries to integrate bioinformatics tools and services into workbench environments,International Journal on Software Tools for Technology Transfer,,18,6,10.1007/s10009-015-0392-z,Hervé MénagerMatúš KalašKristoffer RapackiJon Ison,2016,http://link.springer.com/article/10.1007/s10009-015-0392-z,Article
Fusing multi-abstraction vector space models for concern localization,Empirical Software Engineering,,23,4,10.1007/s10664-017-9585-2,Yun ZhangDavid LoXin XiaGiuseppe ScannielloTien-Duy B. LeJianling Sun,2018,http://link.springer.com/article/10.1007/s10664-017-9585-2,Article
"Issues on developing interoperable cloud applications: definitions, concepts, approaches, requirements, characteristics and evaluation models",Journal of Software Engineering Research and Development,,4,1,10.1186/s40411-016-0033-6,Elias NogueiraAna MoreiraDaniel LucrédioVinícius GarciaRenata Fortes,2016,http://link.springer.com/article/10.1186/s40411-016-0033-6,Article
An integrated multi-level modeling approach for industrial-scale data interoperability,Software & Systems Modeling,,17,1,10.1007/s10270-016-0520-6,Muzaffar IgamberdievGeorg GrossmannMatt SelwayMarkus Stumptner,2018,http://link.springer.com/article/10.1007/s10270-016-0520-6,Article
Living Lab Bamberg: an infrastructure to explore smart city research challenges in the wild,KI - Künstliche Intelligenz,,31,3,10.1007/s13218-017-0497-5,Aboubakr BenabbasGolnaz ElmamoozBrent LagesseDaniela NicklasUte Schmid,2017,http://link.springer.com/article/10.1007/s13218-017-0497-5,Article
Variability extraction and modeling for product variants,Software & Systems Modeling,,16,4,10.1007/s10270-015-0512-y,Lukas LinsbauerRoberto Erick Lopez-HerrejonAlexander Egyed,2017,http://link.springer.com/article/10.1007/s10270-015-0512-y,Article
What do developers search for on the web?,Empirical Software Engineering,,22,6,10.1007/s10664-017-9514-4,Xin XiaLingfeng BaoDavid LoPavneet Singh KochharAhmed E. HassanZhenchang Xing,2017,http://link.springer.com/article/10.1007/s10664-017-9514-4,Article
A visual language for modeling and executing traceability queries,Software & Systems Modeling,,12,3,10.1007/s10270-012-0237-0,Patrick MäderJane Cleland-Huang,2013,http://link.springer.com/article/10.1007/s10270-012-0237-0,Article
Studying the consistency of star ratings and the complaints in 1 & 2-star user reviews for top free cross-platform Android and iOS apps,Empirical Software Engineering,,23,6,10.1007/s10664-018-9604-y,Hanyang HuCor-Paul BezemerAhmed E. Hassan,2018,http://link.springer.com/article/10.1007/s10664-018-9604-y,Article
Compiler-Assisted Checkpointing of Parallel Codes: The Cetus and LLVM Experience,International Journal of Parallel Programming,,41,6,10.1007/s10766-012-0231-8,Gabriel RodríguezMaría J. MartínPatricia GonzálezJuan TouriñoRamón Doallo,2013,http://link.springer.com/article/10.1007/s10766-012-0231-8,Article
Effective fault localization of automotive Simulink models: achieving the trade-off between test oracle effort and fault localization accuracy,Empirical Software Engineering,,24,1,10.1007/s10664-018-9611-z,Bing LiuShiva NejatiLuciaLionel C. Briand,2019,http://link.springer.com/article/10.1007/s10664-018-9611-z,Article
Monitoring modulo theories,International Journal on Software Tools for Technology Transfer,,18,2,10.1007/s10009-015-0380-3,Normann DeckerMartin LeuckerDaniel Thoma,2016,http://link.springer.com/article/10.1007/s10009-015-0380-3,Article
Detecting potential deadlocks through change impact analysis,Software Quality Journal,,26,3,10.1007/s11219-017-9377-3,Chelsea A. MetcalfTuba Yavuz,2018,http://link.springer.com/article/10.1007/s11219-017-9377-3,Article
"To the attention of mobile software developers: guess what, test your app!",Empirical Software Engineering,,,,10.1007/s10664-019-09701-0,Luis CruzRui AbreuDavid Lo,2019,http://link.springer.com/article/10.1007/s10664-019-09701-0,Article
Extracting models from source code in software modernization,Software & Systems Modeling,,13,2,10.1007/s10270-012-0270-z,Javier Luis Cánovas IzquierdoJesús García Molina,2014,http://link.springer.com/article/10.1007/s10270-012-0270-z,Article
What the 2007 TAC Market Design Game tells us about effective auction mechanisms,Autonomous Agents and Multi-Agent Systems,,21,2,10.1007/s10458-009-9110-0,Jinzhong NiuKai CaiSimon ParsonsPeter McBurneyEnrico H. Gerding,2010,http://link.springer.com/article/10.1007/s10458-009-9110-0,Article
Dynamic testing via automata learning,International Journal on Software Tools for Technology Transfer,,11,4,10.1007/s10009-009-0120-7,Harald RaffeltMaik MertenBernhard SteffenTiziana Margaria,2009,http://link.springer.com/article/10.1007/s10009-009-0120-7,Article
Automation and intelligent scheduling of distributed system functional testing,International Journal on Software Tools for Technology Transfer,,19,3,10.1007/s10009-016-0440-3,Lom Messan HillahAriele-Paolo MaesanoFabio De RosaFabrice KordonPierre-Henri WuilleminRiccardo FontanelliSergio Di BonaDavide GuerriLibero Maesano,2017,http://link.springer.com/article/10.1007/s10009-016-0440-3,Article
On tracing reactive systems,Software & Systems Modeling,,10,4,10.1007/s10270-010-0151-2,Shahar MaozDavid Harel,2011,http://link.springer.com/article/10.1007/s10270-010-0151-2,Article
Scientific workflows with the jABC framework,International Journal on Software Tools for Technology Transfer,,18,6,10.1007/s10009-016-0427-0,Anna-Lena LamprechtBernhard SteffenTiziana Margaria,2016,http://link.springer.com/article/10.1007/s10009-016-0427-0,Article
Crawlability metrics for automated web testing,International Journal on Software Tools for Technology Transfer,,13,2,10.1007/s10009-010-0177-3,Alessandro MarchettoRoberto TiellaPaolo TonellaNadia AlshahwanMark Harman,2011,http://link.springer.com/article/10.1007/s10009-010-0177-3,Article
On the incremental growth and shrinkage of LR goto-graphs,Acta Informatica,,51,7,10.1007/s00236-014-0201-2,Walter CazzolaEdoardo Vacchi,2014,http://link.springer.com/article/10.1007/s00236-014-0201-2,Article
Green mining: a methodology of relating software change and configuration to power consumption,Empirical Software Engineering,,20,2,10.1007/s10664-013-9276-6,Abram Hindle,2015,http://link.springer.com/article/10.1007/s10664-013-9276-6,Article
Empirical comparison of text-based mobile apps similarity measurement techniques,Empirical Software Engineering,,,,10.1007/s10664-019-09726-5,Afnan Al-SubaihinFederica SarroSue BlackLicia Capra,2019,http://link.springer.com/article/10.1007/s10664-019-09726-5,Article
Why and how developers fork what from whom in GitHub,Empirical Software Engineering,,22,1,10.1007/s10664-016-9436-6,Jing JiangDavid LoJiahuan HeXin XiaPavneet Singh KochharLi Zhang,2017,http://link.springer.com/article/10.1007/s10664-016-9436-6,Article
The impact of human factors on the participation decision of reviewers in modern code review,Empirical Software Engineering,,24,2,10.1007/s10664-018-9646-1,Shade RuangwanPatanamon ThongtanunamAkinori IharaKenichi Matsumoto,2019,http://link.springer.com/article/10.1007/s10664-018-9646-1,Article
An efficient regression testing approach for PHP Web applications using test selection and reusable constraints,Software Quality Journal,,,,10.1007/s11219-019-09449-2,Ravi EdaHyunsook Do,2019,http://link.springer.com/article/10.1007/s11219-019-09449-2,Article
An empirical study of the integration time of fixed issues,Empirical Software Engineering,,23,1,10.1007/s10664-017-9520-6,Daniel Alencar da CostaShane McIntoshUirá KuleszaAhmed E. HassanSurafel Lemma Abebe,2018,http://link.springer.com/article/10.1007/s10664-017-9520-6,Article
Fresh apps: an empirical study of frequently-updated mobile apps in the Google play store,Empirical Software Engineering,,21,3,10.1007/s10664-015-9388-2,Stuart McIlroyNasir AliAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9388-2,Article
The smell of fear: on the relation between test smells and flaky tests,Empirical Software Engineering,,,,10.1007/s10664-019-09683-z,Fabio PalombaAndy Zaidman,2019,http://link.springer.com/article/10.1007/s10664-019-09683-z,Article
An empirical study of supplementary patches in open source projects,Empirical Software Engineering,,22,1,10.1007/s10664-016-9432-x,Jihun ParkMiryung KimDoo-Hwan Bae,2017,http://link.springer.com/article/10.1007/s10664-016-9432-x,Article
Scalable eventually consistent counters over unreliable networks,Distributed Computing,,32,1,10.1007/s00446-017-0322-2,Paulo Sérgio AlmeidaCarlos Baquero,2019,http://link.springer.com/article/10.1007/s00446-017-0322-2,Article
Shorter identifier names take longer to comprehend,Empirical Software Engineering,,24,1,10.1007/s10664-018-9621-x,Johannes C. HofmeisterJanet SiegmundDaniel V. Holt,2019,http://link.springer.com/article/10.1007/s10664-018-9621-x,Article
DataMock: An Agile Approach for Building Data Models from User Interface Mockups,Software & Systems Modeling,,18,1,10.1007/s10270-017-0586-9,José Matías RiveroJulián GrigeraDamiano DistanteFrancisco MonteroGustavo Rossi,2019,http://link.springer.com/article/10.1007/s10270-017-0586-9,Article
Verification and validation meet planning and scheduling,International Journal on Software Tools for Technology Transfer,,16,1,10.1007/s10009-013-0294-x,Saddek BensalemKlaus HavelundAndrea Orlandini,2014,http://link.springer.com/article/10.1007/s10009-013-0294-x,Article
Collaborative feature location in models through automatic query expansion,Automated Software Engineering,,26,1,10.1007/s10515-019-00251-9,Francisca PérezJaime FontLorena ArcegaCarlos Cetina,2019,http://link.springer.com/article/10.1007/s10515-019-00251-9,Article
Integrating conceptual and logical couplings for change impact analysis in software,Empirical Software Engineering,,18,5,10.1007/s10664-012-9233-9,Huzefa KagdiMalcom GethersDenys Poshyvanyk,2013,http://link.springer.com/article/10.1007/s10664-012-9233-9,Article
On the modeling and generation of service-oriented tool chains,Software & Systems Modeling,,13,2,10.1007/s10270-012-0275-7,Matthias BiehlJad El-KhouryFrédéric LoiretMartin Törngren,2014,http://link.springer.com/article/10.1007/s10270-012-0275-7,Article
An approach for applying Test-Driven Development (TDD) in the development of randomized algorithms,Journal of Software Engineering Research and Development,,6,1,10.1186/s40411-018-0053-5,André A. S. IvoEduardo M. GuerraSandy M. PortoJoelma ChomaMarcos G. Quiles,2018,http://link.springer.com/article/10.1186/s40411-018-0053-5,Article
"The life-cycle of merge conflicts: processes, barriers, and strategies",Empirical Software Engineering,,,,10.1007/s10664-018-9674-x,Nicholas NelsonCaius BrindescuShane McKeeAnita SarmaDanny Dig,2019,http://link.springer.com/article/10.1007/s10664-018-9674-x,Article
Specifying and monitoring economic environments using rights and obligations,Autonomous Agents and Multi-Agent Systems,,20,2,10.1007/s10458-009-9089-6,Loizos MichaelDavid C. ParkesAvi Pfeffer,2010,http://link.springer.com/article/10.1007/s10458-009-9089-6,Article
Differences between a static and a dynamic test-to-code traceability recovery method,Software Quality Journal,,27,2,10.1007/s11219-018-9430-x,Tamás GergelyGergő BaloghFerenc HorváthBéla VancsicsÁrpád BeszédesTibor Gyimóthy,2019,http://link.springer.com/article/10.1007/s11219-018-9430-x,Article
Modelling and analysis using GROOVE,International Journal on Software Tools for Technology Transfer,,14,1,10.1007/s10009-011-0186-x,Amir Hossein GhamarianMaarten de MolArend RensinkEduardo ZambonMaria Zimakova,2012,http://link.springer.com/article/10.1007/s10009-011-0186-x,Article
A Large-Scale Empirical Study of the Relationship between Build Technology and Build Maintenance,Empirical Software Engineering,,20,6,10.1007/s10664-014-9324-x,Shane McIntoshMeiyappan NagappanBram AdamsAudris MockusAhmed E. Hassan,2015,http://link.springer.com/article/10.1007/s10664-014-9324-x,Article
Test case selection in industry: an analysis of issues related to static approaches,Software Quality Journal,,25,4,10.1007/s11219-016-9328-4,Vincent BlondeauAnne EtienNicolas AnquetilSylvain CressonPascal CroisyStéphane Ducasse,2017,http://link.springer.com/article/10.1007/s11219-016-9328-4,Article
Integration of data validation and user interface concerns in a DSL for web applications,Software & Systems Modeling,,12,1,10.1007/s10270-010-0173-9,Danny M. GroenewegenEelco Visser,2013,http://link.springer.com/article/10.1007/s10270-010-0173-9,Article
The hidden models of model checking,Software & Systems Modeling,,11,4,10.1007/s10270-012-0281-9,Willem VisserMatthew B. DwyerMichael Whalen,2012,http://link.springer.com/article/10.1007/s10270-012-0281-9,Article
The economy of attention in the age of (mis)information,Journal of Trust Management,,1,1,10.1186/s40493-014-0012-y,Alessandro BessiAntonio ScalaLuca RossiQian ZhangWalter Quattrociocchi,2014,http://link.springer.com/article/10.1186/s40493-014-0012-y,Article
Rule-based specification mining leveraging learning to rank,Automated Software Engineering,,25,3,10.1007/s10515-018-0231-z,Zherui CaoYuan TianTien-Duy B. LeDavid Lo,2018,http://link.springer.com/article/10.1007/s10515-018-0231-z,Article
Empirical studies on programming language stimuli,Software Quality Journal,,19,1,10.1007/s11219-010-9106-7,Andreas StefikEd Gellenbeck,2011,http://link.springer.com/article/10.1007/s11219-010-9106-7,Article
Identification and prioritization of SLR search tool requirements: an SLR and a survey,Empirical Software Engineering,,24,1,10.1007/s10664-018-9626-5,Ahmed Al-ZubidyJeffrey C. Carver,2019,http://link.springer.com/article/10.1007/s10664-018-9626-5,Article
Blind-date conversation joining,Service Oriented Computing and Applications,,11,3,10.1007/s11761-017-0214-0,Luca CesariRosario PuglieseFrancesco Tiezzi,2017,http://link.springer.com/article/10.1007/s11761-017-0214-0,Article
Achieving scalable mutation-based generation of whole test suites,Empirical Software Engineering,,20,3,10.1007/s10664-013-9299-z,Gordon FraserAndrea Arcuri,2015,http://link.springer.com/article/10.1007/s10664-013-9299-z,Article
"A secure, scalable and versatile multi-layer client–server architecture for remote intelligent data processing",Journal of Reliable Intelligent Environments,,1,2 - 4,10.1007/s40860-015-0007-1,Gabriele PiantadosiStefano MarroneMario SansoneCarlo Sansone,2015,http://link.springer.com/article/10.1007/s40860-015-0007-1,Article
From high-level modeling toward efficient and trustworthy circuits,International Journal on Software Tools for Technology Transfer,,21,2,10.1007/s10009-017-0462-5,Fadi A. ZaraketMohamad JaberMohamad NoureddineYliès Falcone,2019,http://link.springer.com/article/10.1007/s10009-017-0462-5,Article
Koko: an architecture for affect-aware games,Autonomous Agents and Multi-Agent Systems,,24,2,10.1007/s10458-010-9160-3,Derek J. SollenbergerMunindar P. Singh,2012,http://link.springer.com/article/10.1007/s10458-010-9160-3,Article
XML indexing and storage: fulfilling the wish list,Computer Science - Research and Development,,30,1,10.1007/s00450-012-0204-6,Christian MathisTheo HärderKarsten SchmidtSebastian Bächle,2015,http://link.springer.com/article/10.1007/s00450-012-0204-6,Article
Harvesting models from web 2.0 databases,Software & Systems Modeling,,12,1,10.1007/s10270-011-0194-z,Oscar DíazGorka PuenteJavier Luis Cánovas IzquierdoJesús García Molina,2013,http://link.springer.com/article/10.1007/s10270-011-0194-z,Article
A survey of new trends in symbolic execution for software testing and analysis,International Journal on Software Tools for Technology Transfer,,11,4,10.1007/s10009-009-0118-1,Corina S. PăsăreanuWillem Visser,2009,http://link.springer.com/article/10.1007/s10009-009-0118-1,Article
In-depth characterization of exception flows in software product lines: an empirical study,Journal of Software Engineering Research and Development,,1,1,10.1186/2195-1721-1-3,Hugo MeloRoberta CoelhoUirá KuleszaDemostenes Sena,2013,http://link.springer.com/article/10.1186/2195-1721-1-3,Article
User-centered Design Practice for Grid-enabled Simulation in e-Science,New Generation Computing,,28,2,10.1007/s00354-008-0082-4,Xiaoyu YangMartin DoveRichard Bruin,2010,http://link.springer.com/article/10.1007/s00354-008-0082-4,Article
Towards an Internet of Agents model based on Linked Open Data approach,Autonomous Agents and Multi-Agent Systems,,33,1 - 2,10.1007/s10458-018-9399-7,Pablo Pico-ValenciaJuan A. Holgado-TerrizaJ. A. Senso,2019,http://link.springer.com/article/10.1007/s10458-018-9399-7,Article
